
result 1
0: 1050 1350 1100 | waste: 0/3500
54: 2220 1250 | waste: 30/3500
55: 2250 1250 | waste: 0/3500
56: 2000 1150 | waste: 350/3500
57: 2050 1900 | waste: 0/3950
58: 1950 2000 | waste: 0/3950
fitness: 0.965537 total_wastage: 1070 found at: 1653

result 13
0: 2000 1950 | waste: 0/3950
1: 2050 1900 | waste: 0/3950
2: 1950 2000 | waste: 0/3950
3: 1100 1300 1100 | waste: 0/3500
4: 1900 2050 | waste: 0/3950
5: 2000 1950 | waste: 0/3950
6: 1850 2100 | waste: 0/3950
7: 1900 1900 | waste: 0/3800
8: 2000 1950 | waste: 0/3950
9: 1050 1100 1350 | waste: 0/3500
10: 2000 1700 | waste: 0/3700
11: 2100 1350 | waste: 50/3500
12: 1900 1900 | waste: 0/3800
13: 2050 1900 | waste: 0/3950
14: 2000 1950 | waste: 0/3950
15: 2100 1850 | waste: 0/3950
16: 1150 1200 1150 | waste: 0/3500
17: 1150 1250 1100 | waste: 0/3500
18: 1850 2100 | waste: 0/3950
19: 1350 1050 1100 | waste: 0/3500
20: 1900 1900 | waste: 0/3800
21: 1850 1850 | waste: 0/3700
22: 2000 1700 | waste: 0/3700
23: 2220 1200 | waste: 80/3500
24: 1350 2100 | waste: 50/3500
25: 2100 1350 | waste: 50/3500
26: 2000 1700 | waste: 0/3700
27: 1850 2100 | waste: 0/3950
28: 2350 1150 | waste: 0/3500
29: 1900 1900 | waste: 0/3800
30: 2050 1900 | waste: 0/3950
31: 1200 1050 1250 | waste: 0/3500
32: 1850 1850 | waste: 0/3700
33: 2100 1850 | waste: 0/3950
34: 2220 1200 | waste: 80/3500
35: 2100 1850 | waste: 0/3950
36: 2250 1250 | waste: 0/3500
37: 1850 1850 | waste: 0/3700
38: 2000 1700 | waste: 0/3700
39: 2100 1350 | waste: 50/3500
40: 1900 2050 | waste: 0/3950
41: 1900 1900 | waste: 0/3800
42: 2100 1350 | waste: 50/3500
43: 1950 2000 | waste: 0/3950
44: 2100 1200 | waste: 200/3500
45: 1700 2000 | waste: 0/3700
46: 2250 1250 | waste: 0/3500
47: 2250 1250 | waste: 0/3500
48: 2250 1250 | waste: 0/3500
49: 1300 2100 | waste: 100/3500
50: 2100 1350 | waste: 50/3500
51: 1100 1100 1300 | waste: 0/3500
52: 1200 1100 1200 | waste: 0/3500
53: 2220 1200 | waste: 80/3500
54: 1350 2100 | waste: 50/3500
55: 1650 2050 | waste: 0/3700
56: 1850 1650 | waste: 0/3500
57: 2220 1200 | waste: 80/3500
58: 2350 1200 | waste: 0/3550
fitness: 0.965503 total_wastage: 970 found at: 1666

result 14
0: 2050 1900 | waste: 0/3950
1: 1900 2050 | waste: 0/3950
2: 1900 1900 | waste: 0/3800
3: 1300 1100 1100 | waste: 0/3500
4: 2000 1950 | waste: 0/3950
5: 2000 1700 | waste: 0/3700
6: 1850 1850 | waste: 0/3700
7: 2050 1900 | waste: 0/3950
8: 2000 1700 | waste: 0/3700
9: 1950 2000 | waste: 0/3950
10: 2100 1350 | waste: 50/3500
11: 2100 1850 | waste: 0/3950
12: 1900 1900 | waste: 0/3800
13: 1050 1150 1350 | waste: 0/3550
14: 2000 1700 | waste: 0/3700
15: 2050 1900 | waste: 0/3950
16: 2100 1850 | waste: 0/3950
17: 2220 1250 | waste: 30/3500
18: 1100 1200 1200 | waste: 0/3500
19: 2100 1350 | waste: 50/3500
20: 2000 1700 | waste: 0/3700
21: 1950 2000 | waste: 0/3950
22: 1850 1850 | waste: 0/3700
23: 2250 1250 | waste: 0/3500
24: 1100 1300 1100 | waste: 0/3500
25: 2100 1350 | waste: 50/3500
26: 1200 1200 1150 | waste: 0/3550
27: 2250 1250 | waste: 0/3500
28: 1300 1100 1100 | waste: 0/3500
29: 2100 1350 | waste: 50/3500
30: 2000 1200 | waste: 300/3500
31: 2100 1350 | waste: 50/3500
32: 2350 1150 | waste: 0/3500
33: 2000 1700 | waste: 0/3700
34: 2000 1950 | waste: 0/3950
35: 2350 1150 | waste: 0/3500
36: 2050 1900 | waste: 0/3950
37: 1900 1900 | waste: 0/3800
38: 1850 1650 | waste: 0/3500
39: 1100 1200 1200 | waste: 0/3500
40: 1850 2100 | waste: 0/3950
41: 1900 1650 | waste: 0/3550
42: 1850 2100 | waste: 0/3950
43: 1900 2050 | waste: 0/3950
44: 1350 2100 | waste: 50/3500
45: 2220 1200 | waste: 80/3500
46: 2220 1200 | waste: 80/3500
47: 2250 1250 | waste: 0/3500
48: 1900 1900 | waste: 0/3800
49: 2100 1850 | waste: 0/3950
50: 2100 1200 | waste: 200/3500
51: 2220 1250 | waste: 30/3500
52: 1850 1950 | waste: 0/3800
53: 2100 1350 | waste: 50/3500
54: 1950 2000 | waste: 0/3950
55: 2100 1350 | waste: 50/3500
56: 2250 1250 | waste: 0/3500
57: 1050 1850 1050 | waste: 0/3950
58: 2100 1850 | waste: 0/3950
fitness: 0.96312 total_wastage: 1120 found at: 1323

result 15
0: 2000 1950 | waste: 0/3950
1: 1700 2000 | waste: 0/3700
2: 2000 1950 | waste: 0/3950
3: 1700 2000 | waste: 0/3700
4: 1700 2000 | waste: 0/3700
5: 1850 1950 | waste: 0/3800
6: 1250 1100 1150 | waste: 0/3500
7: 1250 1100 1150 | waste: 0/3500
8: 1850 2100 | waste: 0/3950
9: 2000 1950 | waste: 0/3950
10: 1200 1200 1100 | waste: 0/3500
11: 2250 1250 | waste: 0/3500
12: 2100 1850 | waste: 0/3950
13: 2250 1250 | waste: 0/3500
14: 1950 2000 | waste: 0/3950
15: 1900 2050 | waste: 0/3950
16: 2100 1300 | waste: 100/3500
17: 1100 1350 1050 | waste: 0/3500
18: 2250 1250 | waste: 0/3500
19: 2000 1700 | waste: 0/3700
20: 2000 1700 | waste: 0/3700
21: 2100 1350 | waste: 50/3500
22: 2100 1850 | waste: 0/3950
23: 1900 1900 | waste: 0/3800
24: 2100 2050 | waste: 0/4150
25: 1900 1900 | waste: 0/3800
26: 1050 1300 1150 | waste: 0/3500
27: 2100 1350 | waste: 50/3500
28: 2100 1350 | waste: 50/3500
29: 2100 1350 | waste: 50/3500
30: 1900 2050 | waste: 0/3950
31: 2000 1950 | waste: 0/3950
32: 1850 1850 | waste: 0/3700
33: 2050 1900 | waste: 0/3950
34: 1050 1350 1100 | waste: 0/3500
35: 1900 1900 | waste: 0/3800
36: 1650 1850 | waste: 0/3500
37: 2250 1250 | waste: 0/3500
38: 2000 1200 | waste: 300/3500
39: 1850 2100 | waste: 0/3950
40: 1900 1900 | waste: 0/3800
41: 1900 1900 | waste: 0/3800
42: 2100 1350 | waste: 50/3500
43: 2100 2050 | waste: 0/4150
44: 2220 1200 | waste: 80/3500
45: 1350 2100 | waste: 50/3500
46: 1900 1650 | waste: 0/3550
47: 2050 1900 | waste: 0/3950
48: 1200 1200 1100 | waste: 0/3500
49: 1100 1300 1100 | waste: 0/3500
50: 2220 1200 | waste: 80/3500
51: 2220 1200 | waste: 80/3500
52: 2350 1200 | waste: 0/3550
53: 2220 1200 | waste: 80/3500
54: 1350 2100 | waste: 50/3500
55: 2350 1150 | waste: 0/3500
56: 1850 1850 | waste: 0/3700
57: 1850 1850 | waste: 0/3700
58: 2100 1850 | waste: 0/3950
fitness: 0.964608 total_wastage: 1070 found at: 838

result 16
0: 1900 2050 | waste: 0/3950
1: 1850 2100 | waste: 0/3950
2: 1850 2100 | waste: 0/3950
3: 2050 1900 | waste: 0/3950
4: 2250 1250 | waste: 0/3500
5: 2100 1850 | waste: 0/3950
6: 1350 2100 | waste: 50/3500
7: 1950 2000 | waste: 0/3950
8: 1700 2000 | waste: 0/3700
9: 1700 2000 | waste: 0/3700
10: 1850 2100 | waste: 0/3950
11: 1850 1650 | waste: 0/3500
12: 2000 1700 | waste: 0/3700
13: 1100 1350 1050 | waste: 0/3500
14: 1100 1150 1250 | waste: 0/3500
15: 1900 2050 | waste: 0/3950
16: 1700 2000 | waste: 0/3700
17: 2350 1150 | waste: 0/3500
18: 2250 1250 | waste: 0/3500
19: 2100 1350 | waste: 50/3500
20: 2100 2050 | waste: 0/4150
21: 2220 1300 | waste: 30/3550
22: 1100 1150 1250 | waste: 0/3500
23: 1100 1200 1200 | waste: 0/3500
24: 1200 1200 1100 | waste: 0/3500
25: 2100 1850 | waste: 0/3950
26: 1100 1050 1350 | waste: 0/3500
27: 2220 | waste: 1280/3500
28: 1950 2000 | waste: 0/3950
29: 2220 1200 | waste: 80/3500
30: 1100 1200 1200 | waste: 0/3500
31: 1850 2100 | waste: 0/3950
32: 2100 1350 | waste: 50/3500
33: 1950 2000 | waste: 0/3950
34: 2000 1700 | waste: 0/3700
35: 1350 2100 | waste: 50/3500
36: 2100 1350 | waste: 50/3500
37: 2220 1300 | waste: 30/3550
38: 1850 2100 | waste: 0/3950
39: 1650 1850 | waste: 0/3500
40: 1350 2100 | waste: 50/3500
41: 1900 2050 | waste: 0/3950
42: 2350 1150 | waste: 0/3500
43: 1900 1900 | waste: 0/3800
44: 1900 1900 | waste: 0/3800
45: 1900 1900 | waste: 0/3800
46: 1100 1200 1200 | waste: 0/3500
47: 1050 1250 1200 | waste: 0/3500
48: 2000 1950 | waste: 0/3950
49: 1950 2000 | waste: 0/3950
50: 1900 1900 | waste: 0/3800
51: 2000 1950 | waste: 0/3950
52: 2100 1350 | waste: 50/3500
53: 2250 1300 | waste: 0/3550
54: 1900 1900 | waste: 0/3800
55: 2250 1250 | waste: 0/3500
56: 2050 1900 | waste: 0/3950
57: 1850 1850 | waste: 0/3700
58: 1850 1850 | waste: 0/3700
fitness: 0.967285 total_wastage: 1770 found at: 1857

result 17
0: 2100 2050 | waste: 0/4150
1: 1900 1900 | waste: 0/3800
2: 1900 1900 | waste: 0/3800
3: 2050 2100 | waste: 0/4150
4: 1100 1200 1200 | waste: 0/3500
5: 1350 1100 1100 | waste: 0/3550
6: 2050 1900 | waste: 0/3950
7: 1050 1350 1300 | waste: 0/3700
8: 1900 1900 | waste: 0/3800
9: 1900 1900 | waste: 0/3800
10: 1050 1100 1350 | waste: 0/3500
11: 2100 2050 | waste: 0/4150
12: 1850 1850 | waste: 0/3700
13: 2350 1150 | waste: 0/3500
14: 1650 1850 | waste: 0/3500
15: 1850 2100 | waste: 0/3950
16: 2100 1850 | waste: 0/3950
17: 1950 2000 | waste: 0/3950
18: 2000 1950 | waste: 0/3950
19: 1150 1100 1300 | waste: 0/3550
20: 1200 1200 1100 | waste: 0/3500
21: 1900 2050 | waste: 0/3950
22: 2000 1950 | waste: 0/3950
23: 2000 1950 | waste: 0/3950
24: 2000 1700 | waste: 0/3700
25: 1850 1850 | waste: 0/3700
26: 1150 1100 1250 | waste: 0/3500
27: 1200 1350 1150 | waste: 0/3700
28: 2100 1850 | waste: 0/3950
29: 2250 1250 | waste: 0/3500
30: 2220 1300 | waste: 30/3550
31: 1850 1850 | waste: 0/3700
32: 2000 1700 | waste: 0/3700
33: 2000 1950 | waste: 0/3950
34: 2220 1200 | waste: 80/3500
35: 2100 1350 | waste: 50/3500
36: 1950 2000 | waste: 0/3950
37: 2100 1350 | waste: 50/3500
38: 1700 2000 | waste: 0/3700
39: 1900 1900 | waste: 0/3800
40: 1900 1900 | waste: 0/3800
41: 1250 1050 1200 | waste: 0/3500
42: 2250 1250 | waste: 0/3500
43: 2100 1350 | waste: 50/3500
44: 2100 1850 | waste: 0/3950
45: 2100 1350 | waste: 50/3500
46: 2250 1250 | waste: 0/3500
47: 1850 1700 | waste: 0/3550
48: 2350 1200 | waste: 0/3550
49: 1100 1200 1200 | waste: 0/3500
50: 2100 1350 | waste: 50/3500
51: 2050 2100 | waste: 0/4150
52: 2250 1250 | waste: 0/3500
53: 2220 2000 | waste: 30/4250
54: 2100 1700 | waste: 0/3800
55: 1850 2100 | waste: 0/3950
56: 1900 1650 | waste: 0/3550
57: 2000 2220 | waste: 30/4250
fitness: 0.980272 total_wastage: 420 found at: 803

result 18
0: 1950 2000 | waste: 0/3950
1: 2050 1900 | waste: 0/3950
2: 2050 2100 | waste: 0/4150
3: 1850 1850 | waste: 0/3700
4: 1950 2000 | waste: 0/3950
5: 2050 1900 | waste: 0/3950
6: 1250 2220 | waste: 30/3500
7: 1900 1900 | waste: 0/3800
8: 2350 1150 | waste: 0/3500
9: 1950 2000 | waste: 0/3950
10: 2250 1250 | waste: 0/3500
11: 1900 1900 | waste: 0/3800
12: 2250 1250 | waste: 0/3500
13: 1100 2000 | waste: 400/3500
14: 2000 1950 | waste: 0/3950
15: 2100 1350 | waste: 50/3500
16: 2100 2050 | waste: 0/4150
17: 2350 1150 | waste: 0/3500
18: 1650 1850 | waste: 0/3500
19: 2000 1700 | waste: 0/3700
20: 2100 1850 | waste: 0/3950
21: 1100 1050 1350 | waste: 0/3500
22: 1100 1350 1050 | waste: 0/3500
23: 1900 1900 | waste: 0/3800
24: 2100 1350 | waste: 50/3500
25: 1900 2050 | waste: 0/3950
26: 1850 2100 | waste: 0/3950
27: 2100 1350 | waste: 50/3500
28: 2000 | waste: 1500/3500
29: 1850 1700 | waste: 0/3550
30: 2100 1350 | waste: 50/3500
31: 2000 1700 | waste: 0/3700
32: 1700 2000 | waste: 0/3700
33: 1850 1850 | waste: 0/3700
34: 2220 1200 | waste: 80/3500
35: 1650 1900 | waste: 0/3550
36: 1900 1900 | waste: 0/3800
37: 2050 1900 | waste: 0/3950
38: 2100 1350 | waste: 50/3500
39: 1850 1850 | waste: 0/3700
40: 1850 1950 | waste: 0/3800
41: 2100 1300 | waste: 100/3500
42: 2100 1200 | waste: 200/3500
43: 2000 1700 | waste: 0/3700
44: 1300 1100 1100 | waste: 0/3500
45: 1050 1150 1300 | waste: 0/3500
46: 1150 1250 1100 | waste: 0/3500
47: 1250 2250 | waste: 0/3500
48: 2100 1350 | waste: 50/3500
49: 2220 1200 | waste: 80/3500
50: 1850 1850 | waste: 0/3700
51: 1200 1200 1100 | waste: 0/3500
52: 2250 1250 | waste: 0/3500
53: 1200 1200 1100 | waste: 0/3500
54: 2100 1200 | waste: 200/3500
55: 2220 1200 | waste: 80/3500
56: 1950 2000 | waste: 0/3950
57: 2100 1350 | waste: 50/3500
58: 2100 1200 | waste: 200/3500
59: 1900 1900 | waste: 0/3800
fitness: 0.941885 total_wastage: 3220 found at: 1703

result 19
0: 1900 2050 | waste: 0/3950
1: 2100 1850 | waste: 0/3950
2: 2000 1950 | waste: 0/3950
3: 1100 1200 1200 | waste: 0/3500
4: 1850 1850 | waste: 0/3700
5: 1850 2100 | waste: 0/3950
6: 2000 1700 | waste: 0/3700
7: 1900 1900 | waste: 0/3800
8: 1950 2000 | waste: 0/3950
9: 2050 1900 | waste: 0/3950
10: 1200 1200 1100 | waste: 0/3500
11: 2000 1950 | waste: 0/3950
12: 1900 1900 | waste: 0/3800
13: 1350 2100 | waste: 50/3500
14: 2100 1850 | waste: 0/3950
15: 2100 1850 | waste: 0/3950
16: 2250 1250 | waste: 0/3500
17: 2100 1350 | waste: 50/3500
18: 2000 1950 | waste: 0/3950
19: 1050 1200 1250 | waste: 0/3500
20: 1350 2100 | waste: 50/3500
21: 1900 2050 | waste: 0/3950
22: 2000 1700 | waste: 0/3700
23: 2050 1900 | waste: 0/3950
24: 1700 2000 | waste: 0/3700
25: 2220 1200 | waste: 80/3500
26: 1200 1200 1100 | waste: 0/3500
27: 1100 1100 1350 | waste: 0/3550
28: 2220 1300 | waste: 30/3550
29: 2350 1150 | waste: 0/3500
30: 1900 1900 | waste: 0/3800
31: 2050 1900 | waste: 0/3950
32: 1100 1200 1200 | waste: 0/3500
33: 1650 1900 | waste: 0/3550
34: 1850 1650 | waste: 0/3500
35: 1950 2000 | waste: 0/3950
36: 1150 1300 1050 | waste: 0/3500
37: 1100 1250 1150 | waste: 0/3500
38: 2220 1300 | waste: 30/3550
39: 1250 2250 | waste: 0/3500
40: 2100 1350 | waste: 50/3500
41: 2000 1700 | waste: 0/3700
42: 2100 1350 | waste: 50/3500
43: 2100 1850 | waste: 0/3950
44: 2220 | waste: 1280/3500
45: 1350 2100 | waste: 50/3500
46: 1850 2100 | waste: 0/3950
47: 1900 1900 | waste: 0/3800
48: 1900 2050 | waste: 0/3950
49: 1050 1100 1350 | waste: 0/3500
50: 2100 1350 | waste: 50/3500
51: 2250 1250 | waste: 0/3500
52: 2250 1250 | waste: 0/3500
53: 1950 2000 | waste: 0/3950
54: 2000 1700 | waste: 0/3700
55: 2350 1150 | waste: 0/3500
56: 1850 2100 | waste: 0/3950
57: 1850 2100 | waste: 0/3950
58: 1850 1850 | waste: 0/3700
fitness: 0.967285 total_wastage: 1770 found at: 2090

result 20
0: 2000 1700 | waste: 0/3700
1: 1950 2000 | waste: 0/3950
2: 2100 1700 | waste: 0/3800
3: 2000 1700 | waste: 0/3700
4: 1900 1900 | waste: 0/3800
5: 2250 1250 | waste: 0/3500
6: 1200 1100 1200 | waste: 0/3500
7: 2000 1700 | waste: 0/3700
8: 2100 1200 | waste: 200/3500
9: 1700 2000 | waste: 0/3700
10: 1100 1100 1300 | waste: 0/3500
11: 1900 2000 | waste: 50/3950
12: 2100 1850 | waste: 0/3950
13: 1200 1100 1200 | waste: 0/3500
14: 2000 1950 | waste: 0/3950
15: 2000 1950 | waste: 0/3950
16: 2250 1250 | waste: 0/3500
17: 1900 1900 | waste: 0/3800
18: 1050 1350 1100 | waste: 0/3500
19: 1900 2050 | waste: 0/3950
20: 1950 2000 | waste: 0/3950
21: 1850 1850 | waste: 0/3700
22: 2050 1900 | waste: 0/3950
23: 2220 1200 | waste: 80/3500
24: 1850 1850 | waste: 0/3700
25: 2100 1850 | waste: 0/3950
26: 1100 1350 1050 | waste: 0/3500
27: 2250 1250 | waste: 0/3500
28: 1950 2000 | waste: 0/3950
29: 2100 1300 | waste: 100/3500
30: 2100 1350 | waste: 50/3500
31: 1050 1350 1100 | waste: 0/3500
32: 2050 1900 | waste: 0/3950
33: 2100 1850 | waste: 0/3950
34: 1300 2100 | waste: 100/3500
35: 1350 2100 | waste: 50/3500
36: 2250 1250 | waste: 0/3500
37: 1850 2100 | waste: 0/3950
38: 2100 1350 | waste: 50/3500
39: 2350 1150 | waste: 0/3500
40: 1850 1850 | waste: 0/3700
41: 2100 1350 | waste: 50/3500
42: 2000 1950 | waste: 0/3950
43: 1150 1200 1150 | waste: 0/3500
44: 2100 1350 | waste: 50/3500
45: 2220 1200 | waste: 80/3500
46: 2220 1250 | waste: 30/3500
47: 2050 1900 | waste: 0/3950
48: 2350 1150 | waste: 0/3500
49: 2100 1350 | waste: 50/3500
50: 1650 1900 | waste: 0/3550
51: 1900 1650 | waste: 0/3550
52: 2050 1900 | waste: 0/3950
53: 2100 1850 | waste: 0/3950
54: 1850 1850 | waste: 0/3700
55: 2220 1250 | waste: 30/3500
56: 1900 1900 | waste: 0/3800
57: 1200 1200 1100 | waste: 0/3500
58: 2050 1900 | waste: 0/3950
fitness: 0.964474 total_wastage: 970 found at: 852


0.966913 ,0.965858 ,0.965204 ,0.965736 ,0.983461 ,0.964771 ,0.965975 ,0.965584 ,0.964771 ,0.981452 ,0.96642 ,0.965537 ,0.965503 ,0.96312 ,0.964608 ,0.967285 ,0.980272 ,0.941885 ,0.967285 ,0.964474
 844 ,2101 ,661 ,962 ,1038 ,925 ,1192 ,1262 ,1365 ,1059 ,1127 ,1653 ,1666 ,1323 ,838 ,1857 ,803 ,1703 ,2090 ,852
 
